DATE,SYMBOL,OPEN,HIGH,LOW,CLOSE,VOLUME,ISIN
2020-01-01,ADANIPORTS,368.0,379.25,366.0,377.65,11377167,INE742F01042
2020-01-01,ASIANPAINT,1790.2,1802.55,1783.2,1793.2,397285,INE021A01026
2020-01-01,AXISBANK,754.9,759.95,747.2,748.7,4917748,INE238A01034
2020-01-01,BAJAJ-AUTO,3183.0,3193.75,3142.1,3150.1,320021,INE917I01010
2020-01-01,BAJAJFINSV,9420.0,9432.45,9351.95,9378.45,63668,INE918I01018
2020-01-01,BAJFINANCE,4237.8,4252.0,4221.0,4231.3,407042,INE296A01024
2020-01-01,BHARTIARTL,456.05,460.5,449.75,453.3,5059995,INE397D01024
2020-01-01,BPCL,492.0,493.9,488.5,491.65,2383296,INE029A01011
2020-01-01,BRITANNIA,3044.7,3053.0,3027.4,3039.65,110561,INE216A01030
2020-01-01,CIPLA,481.0,481.0,474.45,475.9,1316812,INE059A01026
2020-01-01,COALINDIA,211.35,212.6,208.4,211.95,6447592,INE522F01014
2020-01-01,DRREDDY,2880.0,2888.5,2860.2,2879.4,154779,INE089A01023
2020-01-01,EICHERMOT,22515.25,22594.75,22001.0,22075.8,108648,INE066A01013
2020-01-01,GAIL,121.4,121.8,119.75,121.2,4704499,INE129A01019
2020-01-01,GRASIM,746.8,747.4,738.6,742.5,685313,INE047A01021
2020-01-01,HCLTECH,569.4,572.9,566.85,571.95,918373,INE860A01027
2020-01-01,HDFC,2418.0,2438.5,2409.0,2433.95,945874,INE001A01036
2020-01-01,HDFCBANK,1276.1,1280.0,1270.6,1278.6,1836849,INE040A01034
2020-01-01,HEROMOTOCO,2454.9,2462.55,2427.35,2432.55,314519,INE158A01026
2020-01-01,HINDALCO,216.15,217.45,213.2,214.3,5085208,INE038A01020
2020-01-01,HINDUNILVR,1930.0,1939.9,1918.0,1936.55,543035,INE030A01027
2020-01-01,ICICIBANK,539.9,542.5,535.7,536.75,7642793,INE090A01021
2020-01-01,INDUSINDBK,1512.0,1523.95,1480.8,1484.3,2135253,INE095A01012
2020-01-01,INFRATEL,254.0,258.45,252.9,254.45,5109979,INE121J01017
2020-01-01,INFY,735.0,740.0,732.55,736.85,2112415,INE009A01021
2020-01-01,IOC,125.95,126.75,125.75,125.95,2127492,INE242A01010
2020-01-01,ITC,238.6,238.6,237.1,238.1,4208837,INE154A01025
2020-01-01,JSWSTEEL,270.7,273.5,265.85,268.1,6952048,INE019A01038
2020-01-01,KOTAKBANK,1689.0,1696.75,1672.0,1674.05,1475056,INE237A01028
2020-01-01,LT,1308.4,1318.9,1303.0,1309.95,3123998,INE018A01030
2020-01-01,M&M,532.9,538.0,529.55,536.6,2611808,INE101A01026
2020-01-01,MARUTI,7377.0,7409.95,7282.05,7311.7,634725,INE585B01010
2020-01-01,NESTLEIND,14819.0,14849.35,14712.25,14779.05,23859,INE239A01016
2020-01-01,NTPC,119.05,122.0,118.25,121.55,9953746,INE733E01010
2020-01-01,ONGC,128.75,128.9,126.85,127.45,2574894,INE213A01029
2020-01-01,POWERGRID,190.55,195.9,190.25,195.5,7661462,INE752E01010
2020-01-01,RELIANCE,1518.0,1527.1,1505.5,1509.6,6402372,INE002A01018
2020-01-01,SBIN,334.7,335.95,332.15,334.45,17379320,INE062A01020
2020-01-01,SUNPHARMA,432.95,436.45,431.25,434.3,2321850,INE044A01036
2020-01-01,TATAMOTORS,185.15,186.7,183.6,184.45,25968357,INE155A01022
2020-01-01,TATASTEEL,473.0,476.5,464.8,467.75,12100530,INE081A01012
2020-01-01,TCS,2168.0,2183.9,2154.0,2167.6,1354908,INE467B01029
2020-01-01,TECHM,766.0,766.8,760.35,762.1,746371,INE669C01036
2020-01-01,TITAN,1194.45,1199.0,1152.2,1154.75,3137636,INE280A01028
2020-01-01,ULTRACEMCO,4060.0,4071.95,4045.0,4065.0,163949,INE481G01011
2020-01-01,UPL,585.0,589.5,580.7,588.25,720807,INE628A01036
2020-01-01,VEDL,152.8,155.15,151.45,154.6,14266524,INE205A01025
2020-01-01,WIPRO,246.5,248.65,246.2,247.7,1413866,INE075A01022
2020-01-01,YESBANK,46.95,47.5,46.5,46.65,102291841,INE528G01027
2020-01-01,ZEEL,294.0,296.45,286.6,288.65,9363059,INE256A01028
2020-01-02,ADANIPORTS,377.95,384.7,376.5,383.15,5919760,INE742F01042
2020-01-02,ASIANPAINT,1791.0,1799.9,1783.4,1790.65,411266,INE021A01026
2020-01-02,AXISBANK,750.0,759.0,747.6,756.95,5156046,INE238A01034
2020-01-02,BAJAJ-AUTO,3154.95,3172.5,3112.05,3121.0,452413,INE917I01010
2020-01-02,BAJAJFINSV,9378.5,9530.95,9378.45,9505.6,157891,INE918I01018
2020-01-02,BAJFINANCE,4240.0,4295.75,4235.0,4246.05,863844,INE296A01024
2020-01-02,BHARTIARTL,454.1,459.4,453.5,455.2,4842142,INE397D01024
2020-01-02,BPCL,491.2,491.7,486.45,487.55,3212483,INE029A01011
2020-01-02,BRITANNIA,3047.0,3065.0,3043.05,3053.4,138428,INE216A01030
2020-01-02,CIPLA,478.85,479.9,472.3,473.5,1406381,INE059A01026
2020-01-02,COALINDIA,212.5,212.8,208.3,211.1,5958343,INE522F01014
2020-01-02,DRREDDY,2883.8,2892.4,2860.2,2864.9,298831,INE089A01023
2020-01-02,EICHERMOT,22090.0,22341.85,21471.1,21600.85,228582,INE066A01013
2020-01-02,GAIL,121.5,123.95,120.65,123.55,6747917,INE129A01019
2020-01-02,GRASIM,742.0,768.5,741.0,766.35,2413731,INE047A01021
2020-01-02,HCLTECH,572.55,575.0,570.5,573.55,1075642,INE860A01027
2020-01-02,HDFC,2430.0,2472.75,2422.0,2466.4,1701396,INE001A01036
2020-01-02,HDFCBANK,1279.0,1288.0,1279.0,1286.75,3068583,INE040A01034
2020-01-02,HEROMOTOCO,2447.8,2452.0,2417.05,2429.45,546945,INE158A01026
2020-01-02,HINDALCO,216.0,221.2,216.0,220.15,15238841,INE038A01020
2020-01-02,HINDUNILVR,1940.0,1952.6,1930.0,1938.05,663275,INE030A01027
2020-01-02,ICICIBANK,536.0,541.9,535.85,540.6,10264223,INE090A01021
2020-01-02,INDUSINDBK,1491.75,1534.3,1486.1,1529.0,2365906,INE095A01012
2020-01-02,INFRATEL,257.0,257.5,252.7,253.65,2877511,INE121J01017
2020-01-02,INFY,738.9,740.8,730.9,734.7,5658200,INE009A01021
2020-01-02,IOC,126.2,127.2,126.0,127.0,2559180,INE242A01010
2020-01-02,ITC,238.2,240.95,238.1,239.85,8402979,INE154A01025
2020-01-02,JSWSTEEL,272.0,277.0,271.55,276.45,10780926,INE019A01038
2020-01-02,KOTAKBANK,1680.0,1683.5,1664.65,1671.55,1852089,INE237A01028
2020-01-02,LT,1312.0,1348.0,1311.0,1345.3,4335359,INE018A01030
2020-01-02,M&M,537.0,541.0,533.5,539.85,2776519,INE101A01026
2020-01-02,MARUTI,7327.6,7368.0,7312.0,7329.85,616838,INE585B01010
2020-01-02,NESTLEIND,14848.9,14852.95,14687.15,14729.35,46116,INE239A01016
2020-01-02,NTPC,121.5,122.15,120.6,121.4,8731299,INE733E01010
2020-01-02,ONGC,127.65,128.65,127.1,128.05,4759843,INE213A01029
2020-01-02,POWERGRID,195.55,196.7,194.35,195.1,3191453,INE752E01010
2020-01-02,RELIANCE,1512.0,1540.95,1512.0,1535.3,8096561,INE002A01018
2020-01-02,SBIN,334.5,339.85,333.35,339.3,20324236,INE062A01020
2020-01-02,SUNPHARMA,434.0,442.6,432.0,434.95,4555670,INE044A01036
2020-01-02,TATAMOTORS,185.0,194.7,184.6,193.75,57289863,INE155A01022
2020-01-02,TATASTEEL,472.0,487.8,472.0,484.85,21674961,INE081A01012
2020-01-02,TCS,2179.95,2179.95,2149.2,2157.65,2380752,INE467B01029
2020-01-02,TECHM,762.1,769.15,761.0,766.05,1133488,INE669C01036
2020-01-02,TITAN,1157.0,1159.9,1140.0,1155.6,3286436,INE280A01028
2020-01-02,ULTRACEMCO,4069.9,4256.3,4068.15,4244.8,1458328,INE481G01011
2020-01-02,UPL,589.5,597.2,584.2,595.45,1388201,INE628A01036
2020-01-02,VEDL,155.3,159.85,155.3,159.45,17137897,INE205A01025
2020-01-02,WIPRO,246.6,249.9,246.35,248.3,1443966,INE075A01022
2020-01-02,YESBANK,46.8,48.5,46.4,47.35,122242838,INE528G01027
2020-01-02,ZEEL,282.0,291.7,279.2,289.6,15563216,INE256A01028
2020-01-03,ADANIPORTS,382.7,384.35,379.2,382.5,3684824,INE742F01042
2020-01-03,ASIANPAINT,1779.8,1779.8,1747.05,1751.4,1318628,INE021A01026
2020-01-03,AXISBANK,753.15,756.25,740.5,742.95,8489729,INE238A01034
2020-01-03,BAJAJ-AUTO,3125.5,3128.25,3065.0,3072.05,424311,INE917I01010
2020-01-03,BAJAJFINSV,9465.0,9504.6,9324.0,9345.85,182479,INE918I01018
2020-01-03,BAJFINANCE,4220.0,4234.8,4173.0,4193.45,1176850,INE296A01024
2020-01-03,BHARTIARTL,455.7,459.2,451.5,455.1,5059594,INE397D01024
2020-01-03,BPCL,483.9,486.75,472.85,483.5,11327770,INE029A01011
2020-01-03,BRITANNIA,3045.0,3060.0,3025.65,3038.8,168305,INE216A01030
2020-01-03,CIPLA,475.8,475.8,467.25,469.95,2252752,INE059A01026
2020-01-03,COALINDIA,210.0,212.6,207.7,211.85,6452638,INE522F01014
2020-01-03,DRREDDY,2864.9,2897.0,2852.05,2883.9,344678,INE089A01023
2020-01-03,EICHERMOT,21650.0,21665.95,21110.0,21189.25,157297,INE066A01013
2020-01-03,GAIL,123.7,128.8,123.7,125.65,21625485,INE129A01019
2020-01-03,GRASIM,769.95,769.95,751.5,756.65,1411458,INE047A01021
2020-01-03,HCLTECH,574.0,588.5,572.85,585.05,3269446,INE860A01027
2020-01-03,HDFC,2455.0,2466.4,2441.8,2454.45,1963923,INE001A01036
2020-01-03,HDFCBANK,1282.2,1285.0,1263.6,1268.4,5427775,INE040A01034
2020-01-03,HEROMOTOCO,2420.0,2449.0,2415.0,2432.35,544720,INE158A01026
2020-01-03,HINDALCO,219.3,219.95,216.05,216.45,8658243,INE038A01020
2020-01-03,HINDUNILVR,1937.9,1940.0,1918.75,1927.45,1598825,INE030A01027
2020-01-03,ICICIBANK,538.0,540.8,536.25,538.85,9594690,INE090A01021
2020-01-03,INDUSINDBK,1524.0,1538.0,1512.1,1528.85,2622870,INE095A01012
2020-01-03,INFRATEL,254.2,255.85,243.7,248.15,3954085,INE121J01017
2020-01-03,INFY,733.9,748.0,733.9,746.0,7882938,INE009A01021
2020-01-03,IOC,126.5,127.5,126.15,126.85,8852105,INE242A01010
2020-01-03,ITC,241.0,241.0,238.0,238.5,9284478,INE154A01025
2020-01-03,JSWSTEEL,276.45,276.45,270.75,272.45,5943349,INE019A01038
2020-01-03,KOTAKBANK,1670.95,1673.0,1645.55,1657.1,1594089,INE237A01028
2020-01-03,LT,1344.95,1344.95,1330.15,1335.05,2059871,INE018A01030
2020-01-03,M&M,538.95,539.0,530.4,532.75,1930883,INE101A01026
2020-01-03,MARUTI,7328.95,7332.0,7226.0,7254.25,571967,INE585B01010
2020-01-03,NESTLEIND,14750.0,14795.0,14556.1,14593.6,40000,INE239A01016
2020-01-03,NTPC,121.0,121.35,119.1,119.35,7392962,INE733E01010
2020-01-03,ONGC,131.0,133.4,128.05,128.45,31381588,INE213A01029
2020-01-03,POWERGRID,194.25,194.8,191.25,193.0,4139027,INE752E01010
2020-01-03,RELIANCE,1533.0,1541.65,1523.0,1537.15,9593498,INE002A01018
2020-01-03,SBIN,337.95,337.95,332.0,333.7,21853208,INE062A01020
2020-01-03,SUNPHARMA,434.65,450.4,433.05,444.6,9457180,INE044A01036
2020-01-03,TATAMOTORS,192.9,195.65,189.25,191.1,47572728,INE155A01022
2020-01-03,TATASTEEL,483.0,486.2,479.45,483.7,12956863,INE081A01012
2020-01-03,TCS,2164.0,2223.0,2164.0,2200.65,4655761,INE467B01029
2020-01-03,TECHM,766.0,779.9,763.55,775.1,2121704,INE669C01036
2020-01-03,TITAN,1156.0,1156.0,1132.0,1139.7,2695237,INE280A01028
2020-01-03,ULTRACEMCO,4237.0,4258.0,4185.85,4219.2,635983,INE481G01011
2020-01-03,UPL,591.5,594.2,587.3,590.75,1063950,INE628A01036
2020-01-03,VEDL,158.4,160.9,156.7,157.75,12108687,INE205A01025
2020-01-03,WIPRO,249.5,252.7,247.35,251.1,3381404,INE075A01022
2020-01-03,YESBANK,47.35,48.25,46.85,47.1,94827592,INE528G01027
2020-01-03,ZEEL,289.0,289.0,272.3,273.7,23061627,INE256A01028
2020-01-06,ADANIPORTS,388.0,388.0,374.75,380.2,12482680,INE742F01042
2020-01-06,ASIANPAINT,1737.95,1738.0,1694.0,1707.15,1871804,INE021A01026
2020-01-06,AXISBANK,739.45,739.6,721.7,723.25,6356198,INE238A01034
2020-01-06,BAJAJ-AUTO,3070.0,3071.6,3028.05,3037.65,355754,INE917I01010
2020-01-06,BAJAJFINSV,9339.0,9339.0,9022.0,9042.7,244289,INE918I01018
2020-01-06,BAJFINANCE,4164.0,4204.0,3983.8,3996.7,2866735,INE296A01024
2020-01-06,BHARTIARTL,453.9,457.45,444.65,449.65,7399981,INE397D01024
2020-01-06,BPCL,475.0,480.0,465.15,469.15,7666317,INE029A01011
2020-01-06,BRITANNIA,3030.0,3032.15,2995.05,3022.05,181158,INE216A01030
2020-01-06,CIPLA,469.8,469.95,461.2,466.75,1501855,INE059A01026
2020-01-06,COALINDIA,209.95,209.95,203.45,205.7,6853058,INE522F01014
2020-01-06,DRREDDY,2871.0,2897.8,2854.2,2878.85,357737,INE089A01023
2020-01-06,EICHERMOT,21100.0,21100.0,20739.5,20860.45,125871,INE066A01013
2020-01-06,GAIL,125.0,126.25,122.85,124.35,7719845,INE129A01019
2020-01-06,GRASIM,755.4,755.8,735.0,737.0,957541,INE047A01021
2020-01-06,HCLTECH,585.0,592.2,579.45,582.0,3589985,INE860A01027
2020-01-06,HDFC,2428.0,2445.0,2371.4,2384.1,2656731,INE001A01036
2020-01-06,HDFCBANK,1260.0,1261.8,1236.0,1240.95,5445093,INE040A01034
2020-01-06,HEROMOTOCO,2428.95,2428.95,2360.05,2368.15,624665,INE158A01026
2020-01-06,HINDALCO,215.0,215.65,208.05,209.3,7798846,INE038A01020
2020-01-06,HINDUNILVR,1927.35,1929.4,1911.25,1915.45,683129,INE030A01027
2020-01-06,ICICIBANK,537.25,537.25,523.8,525.7,12534334,INE090A01021
2020-01-06,INDUSINDBK,1515.05,1517.75,1465.45,1469.4,3151046,INE095A01012
2020-01-06,INFRATEL,247.1,247.7,242.0,242.75,2717925,INE121J01017
2020-01-06,INFY,746.1,753.8,736.5,738.85,6519403,INE009A01021
2020-01-06,IOC,126.5,126.5,124.5,124.9,12631499,INE242A01010
2020-01-06,ITC,237.5,238.3,235.0,235.1,7636617,INE154A01025
2020-01-06,JSWSTEEL,270.5,270.75,262.3,264.25,4529599,INE019A01038
2020-01-06,KOTAKBANK,1657.1,1657.45,1638.6,1652.55,1480087,INE237A01028
2020-01-06,LT,1331.0,1332.0,1314.1,1316.75,2646905,INE018A01030
2020-01-06,M&M,529.9,530.0,520.5,524.5,2059404,INE101A01026
2020-01-06,MARUTI,7200.0,7210.0,7026.5,7042.4,748516,INE585B01010
2020-01-06,NESTLEIND,14542.0,14542.0,14275.0,14416.65,65136,INE239A01016
2020-01-06,NTPC,119.0,119.15,116.5,118.9,6596841,INE733E01010
2020-01-06,ONGC,129.7,129.8,125.1,126.25,14611204,INE213A01029
2020-01-06,POWERGRID,192.0,193.95,188.0,193.1,4137352,INE752E01010
2020-01-06,RELIANCE,1520.0,1527.9,1498.0,1501.5,11209343,INE002A01018
2020-01-06,SBIN,331.7,331.7,317.7,319.0,35645325,INE062A01020
2020-01-06,SUNPHARMA,440.9,444.7,435.1,439.95,4794923,INE044A01036
2020-01-06,TATAMOTORS,191.0,191.0,185.05,185.65,28621212,INE155A01022
2020-01-06,TATASTEEL,480.0,480.0,470.55,473.25,9601608,INE081A01012
2020-01-06,TCS,2205.0,2225.95,2187.9,2200.45,3023209,INE467B01029
2020-01-06,TECHM,774.85,778.8,768.15,770.4,1734439,INE669C01036
2020-01-06,TITAN,1162.0,1171.4,1150.1,1158.6,4494752,INE280A01028
2020-01-06,ULTRACEMCO,4191.0,4199.75,4131.0,4157.1,462841,INE481G01011
2020-01-06,UPL,589.0,589.0,579.0,584.95,1218216,INE628A01036
2020-01-06,VEDL,156.9,157.7,150.05,150.55,11218355,INE205A01025
2020-01-06,WIPRO,251.0,254.45,250.15,252.15,4566695,INE075A01022
2020-01-06,YESBANK,46.75,46.75,45.0,45.15,102880221,INE528G01027
2020-01-06,ZEEL,274.15,275.2,260.4,261.5,17225140,INE256A01028
2020-01-07,ADANIPORTS,384.05,389.75,382.4,384.8,8091465,INE742F01042
2020-01-07,ASIANPAINT,1711.0,1740.5,1711.0,1724.4,1033650,INE021A01026
2020-01-07,AXISBANK,728.0,738.0,721.05,725.75,9103360,INE238A01034
2020-01-07,BAJAJ-AUTO,3045.5,3072.0,3030.1,3037.95,225535,INE917I01010
2020-01-07,BAJAJFINSV,9125.0,9265.0,9065.05,9095.65,242676,INE918I01018
2020-01-07,BAJFINANCE,4055.0,4092.0,3996.2,4007.65,2149042,INE296A01024
2020-01-07,BHARTIARTL,452.0,455.3,443.1,445.1,4273646,INE397D01024
2020-01-07,BPCL,467.9,474.75,459.85,461.0,11727294,INE029A01011
2020-01-07,BRITANNIA,3033.9,3054.0,3028.0,3036.6,159307,INE216A01030
2020-01-07,CIPLA,466.0,470.0,463.65,468.6,2365554,INE059A01026
2020-01-07,COALINDIA,206.5,208.2,204.35,205.7,5243225,INE522F01014
2020-01-07,DRREDDY,2890.0,2910.0,2871.05,2884.2,357635,INE089A01023
2020-01-07,EICHERMOT,20950.0,21349.8,20713.8,20803.8,137152,INE066A01013
2020-01-07,GAIL,124.9,126.05,123.85,124.45,9298669,INE129A01019
2020-01-07,GRASIM,738.2,756.0,735.5,742.3,1104012,INE047A01021
2020-01-07,HCLTECH,582.0,587.75,579.05,584.25,3179728,INE860A01027
2020-01-07,HDFC,2401.25,2428.8,2380.2,2415.05,3771992,INE001A01036
2020-01-07,HDFCBANK,1258.9,1271.45,1252.25,1260.6,7362247,INE040A01034
2020-01-07,HEROMOTOCO,2378.0,2399.9,2337.0,2348.05,620687,INE158A01026
2020-01-07,HINDALCO,210.55,213.2,207.7,208.85,12767569,INE038A01020
2020-01-07,HINDUNILVR,1919.25,1931.0,1918.0,1920.7,808935,INE030A01027
